3.480e-03,2.283e-04,-1.887e-05,9.225e+02,1.134e+06,7.367e-03,1.727e-04,-8.373e+01
3.480e-03,2.292e-04,-2.547e-05,9.225e+02,1.134e+06,6.528e-03,1.726e-04,-8.152e+01
3.480e-03,2.302e-04,-3.019e-05,9.225e+02,1.135e+06,6.284e-03,1.725e-04,-7.992e+01
3.480e-03,2.311e-04,-3.491e-05,9.224e+02,1.135e+06,5.163e-03,1.724e-04,-7.832e+01
3.480e-03,2.321e-04,-3.868e-05,9.224e+02,1.135e+06,4.610e-03,1.723e-04,-7.703e+01
3.480e-03,2.330e-04,-4.151e-05,9.226e+02,1.137e+06,5.017e-03,1.721e-04,-7.604e+01
3.480e-03,2.340e-04,-4.528e-05,9.224e+02,1.137e+06,3.487e-03,1.721e-04,-7.474e+01
3.480e-03,2.349e-04,-4.811e-05,9.224e+02,1.137e+06,3.149e-03,1.720e-04,-7.375e+01
3.480e-03,2.358e-04,-5.094e-05,9.224e+02,1.138e+06,2.495e-03,1.719e-04,-7.276e+01
3.480e-03,2.368e-04,-5.377e-05,9.223e+02,1.138e+06,1.531e-03,1.718e-04,-7.176e+01
3.480e-03,2.377e-04,-5.566e-05,9.225e+02,1.139e+06,2.218e-03,1.715e-04,-7.107e+01
3.480e-03,2.387e-04,-5.849e-05,9.223e+02,1.139e+06,7.353e-04,1.716e-04,-7.007e+01
3.480e-03,2.396e-04,-6.038e-05,9.225e+02,1.140e+06,1.052e-03,1.714e-04,-6.937e+01
3.480e-03,2.406e-04,-6.226e-05,9.226e+02,1.141e+06,1.213e-03,1.712e-04,-6.867e+01
3.480e-03,5.594e-04,-6.226e-05,9.226e+02,1.141e+06,1.213e-03,1.712e-04,6.867e+01
3.480e-03,5.604e-04,-6.038e-05,9.225e+02,1.140e+06,1.052e-03,1.714e-04,6.937e+01
3.480e-03,5.613e-04,-5.849e-05,9.223e+02,1.139e+06,7.353e-04,1.716e-04,7.007e+01
3.480e-03,5.623e-04,-5.566e-05,9.225e+02,1.139e+06,2.218e-03,1.715e-04,7.107e+01
3.480e-03,5.632e-04,-5.377e-05,9.223e+02,1.138e+06,1.531e-03,1.718e-04,7.176e+01
3.480e-03,5.642e-04,-5.094e-05,9.224e+02,1.138e+06,2.495e-03,1.719e-04,7.276e+01
3.480e-03,5.651e-04,-4.811e-05,9.224e+02,1.137e+06,3.149e-03,1.720e-04,7.375e+01
3.480e-03,5.660e-04,-4.528e-05,9.224e+02,1.137e+06,3.487e-03,1.721e-04,7.474e+01
3.480e-03,5.670e-04,-4.151e-05,9.226e+02,1.137e+06,5.017e-03,1.721e-04,7.604e+01
3.480e-03,5.679e-04,-3.868e-05,9.224e+02,1.135e+06,4.610e-03,1.723e-04,7.703e+01
3.480e-03,5.689e-04,-3.491e-05,9.224e+02,1.135e+06,5.163e-03,1.724e-04,7.832e+01
3.480e-03,5.698e-04,-3.019e-05,9.225e+02,1.135e+06,6.284e-03,1.725e-04,7.992e+01
3.480e-03,5.708e-04,-2.547e-05,9.225e+02,1.134e+06,6.528e-03,1.726e-04,8.152e+01
3.480e-03,5.717e-04,-1.887e-05,9.225e+02,1.134e+06,7.367e-03,1.727e-04,8.373e+01
3.490e-03,2.283e-04,-1.415e-05,9.225e+02,1.061e+06,5.298e-02,1.723e-04,-8.529e+01
3.490e-03,2.292e-04,-2.170e-05,9.226e+02,1.062e+06,5.260e-02,1.721e-04,-8.276e+01
3.490e-03,2.302e-04,-2.736e-05,9.226e+02,1.063e+06,5.202e-02,1.720e-04,-8.085e+01
3.490e-03,2.311e-04,-3.208e-05,9.226e+02,1.064e+06,5.136e-02,1.719e-04,-7.925e+01
3.490e-03,2.321e-04,-3.679e-05,9.224e+02,1.064e+06,4.961e-02,1.719e-04,-7.764e+01
3.490e-03,2.330e-04,-4.057e-05,9.224e+02,1.064e+06,4.865e-02,1.718e-04,-7.635e+01
3.490e-03,2.340e-04,-4.340e-05,9.225e+02,1.065e+06,4.897e-02,1.716e-04,-7.535e+01
3.490e-03,2.349e-04,-4.623e-05,9.226e+02,1.067e+06,4.889e-02,1.714e-04,-7.436e+01
3.490e-03,2.358e-04,-4.906e-05,9.226e+02,1.067e+06,4.840e-02,1.713e-04,-7.336e+01
3.490e-03,2.368e-04,-5.189e-05,9.225e+02,1.068e+06,4.751e-02,1.713e-04,-7.236e+01
3.490e-03,2.377e-04,-5.472e-05,9.224e+02,1.068e+06,4.622e-02,1.712e-04,-7.137e+01
3.490e-03,2.387e-04,-5.755e-05,9.222e+02,1.068e+06,4.455e-02,1.713e-04,-7.037e+01
